"X","GeneSymbol","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
54739,"XAF1",54739,58775.9846485013,2.54393401000293,0.561863171842256,4.52767530867309,5.96361209307346e-06,0.00162336537187687
102724297,"CCR5AS",102724297,314.831871048926,2.42471188416199,0.536582819006276,4.51880268669883,6.21903174149829e-06,0.00165397651074468
2537,"IFI6",2537,10916.4873657946,2.88775036244526,0.639983277752917,4.51222783911576,6.4150222989183e-06,0.00166664411719244
107986984,NA,107986984,19.1957002268627,3.13377275829508,0.694524747823393,4.51211100557061,6.41855788019354e-06,0.00166664411719244
55026,"TMEM255A",55026,541.042414129952,2.61825432469755,0.580544161591183,4.51000026857787,6.48275436715878e-06,0.00166664411719244
51191,"HERC5",51191,18936.0045486379,2.98785560527857,0.665311063247398,4.49091525803702,7.09177648972004e-06,0.00178406592142787
100133669,"LY6E-DT",100133669,51.9032950448465,2.79962412793806,0.623725100776503,4.48855453220126,7.17080692768569e-06,0.00178406592142787
7113,"TMPRSS2",7113,10.8868017496696,4.38842373196,0.977616435329918,4.48890134552518,7.15914404438751e-06,0.00178406592142787
710,"SERPING1",710,9364.54024726912,3.5795024554218,0.798000810947021,4.48558749103758,7.27133010360602e-06,0.00178983016954507
105370431,"G2E3-AS1",105370431,22.5823350465727,1.56559915609018,0.349787504748176,4.47585787038707,7.61051028939842e-06,0.00185359986395896
107985786,NA,107985786,9.74358329756881,5.22956921055735,1.17162060274751,4.46353469569735,8.06185368807621e-06,0.00194307469411153
3434,"IFIT1",3434,68639.2252305972,3.41036263115074,0.765476491811877,4.45521536929036,8.38090186578763e-06,0.00199914749866592
94240,"EPSTI1",94240,14975.5526848146,2.52310495628833,0.567227371654002,4.44813681845273,8.6618352772359e-06,0.00204507698617025
101927100,"TICAM2-AS1",101927100,70.1090997911584,1.13789921333436,0.256146950748701,4.44236876530584,8.89739008932214e-06,0.00205867811886736
