"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034341","response to type II interferon","9/271","129/18860",0.0697674418604651,4.85540204239252,5.30517859020324,0.000104362325610884,0.00435151266534497,0.00369613672849741,"IFITM3/PARP14/PARP9/SP100/BST2/JAK2/SHFL/LGALS9/GCH1",9
"GO:0050727","regulation of inflammatory response","18/271","460/18860",0.0391304347826087,2.72324723247233,4.51786818895148,0.000126698840441844,0.00515643028494891,0.00437982670162471,"USP18/DUSP10/TRPV4/GRN/IFI35/PIK3AP1/KLF4/ZBP1/IFI16/JAK2/LACC1/TNFAIP6/NUPR1/AIM2/MDK/TREX1/CASP5/PLK2",18
"GO:0032602","chemokine production","8/271","104/18860",0.0769230769230769,5.35339199545842,5.37514635789029,0.000128362866838437,0.00515643028494891,0.00437982670162471,"OAS1/OAS3/EIF2AK2/TRPV4/KLF4/LGALS9/LILRB4/TICAM1",8
"GO:0032642","regulation of chemokine production","8/271","104/18860",0.0769230769230769,5.35339199545842,5.37514635789029,0.000128362866838437,0.00515643028494891,0.00437982670162471,"OAS1/OAS3/EIF2AK2/TRPV4/KLF4/LGALS9/LILRB4/TICAM1",8
"GO:0043331","response to dsRNA","6/271","55/18860",0.109090909090909,7.59208319355921,5.91130431482569,0.000133775525633389,0.00530911543899258,0.00450951613358971,"OAS1/OAS3/IFIT1/IFIH1/RIGI/TICAM1",6
"GO:0001960","negative regulation of cytokine-mediated signaling pathway","8/271","108/18860",0.0740740740740741,5.15511821784884,5.22862418050139,0.000166994985760973,0.00652962671109059,0.00554620771357134,"OAS1/USP18/OAS3/ISG15/PARP14/TREX1/IL1RN/STAT2",8
"GO:0002281","macrophage activation involved in immune response","4/271","20/18860",0.2,13.9188191881919,6.97932352598235,0.000168493706873922,0.00652962671109059,0.00554620771357134,"GRN/IFI35/TREX1/TICAM1",4
"GO:1901988","negative regulation of cell cycle phase transition","13/271","274/18860",0.0474452554744526,3.30190966143238,4.63432570001287,0.000176800248897975,0.00677186069616198,0.00575195913795371,"CLSPN/PARP9/TICRR/BRCA2/KLF4/DTL/RPA4/DTX3L/FBXO6/TREX1/BUB1/CDC45/RBBP8",13
"GO:0071605","monocyte chemotactic protein-1 production","4/271","21/18860",0.19047619047619,13.2560182744685,6.78494116612782,0.00020579820190307,0.00770340087578082,0.00654320120404736,"OAS1/OAS3/TRPV4/LGALS9",4
"GO:0071637","regulation of monocyte chemotactic protein-1 production","4/271","21/18860",0.19047619047619,13.2560182744685,6.78494116612782,0.00020579820190307,0.00770340087578082,0.00654320120404736,"OAS1/OAS3/TRPV4/LGALS9",4
"GO:0001818","negative regulation of cytokine production","16/271","405/18860",0.0395061728395062,2.74939638285272,4.29709220868845,0.00026944417943544,0.00997246210180157,0.00847052192713661,"SIGLEC1/EPHB2/OAS1/OAS3/AXL/XAF1/DHX58/KLF4/LILRB1/BST2/JAK2/CARD17P/PML/LGALS9/MERTK/LILRB4",16
"GO:0045765","regulation of angiogenesis","15/271","365/18860",0.0410958904109589,2.86003134003943,4.33266876438452,0.000275052637820594,0.00997805707128554,0.00847527424519124,"JUP/SP100/TGM2/GRN/FOXC1/ACVRL1/CXCL10/KLF4/E2F2/PML/RRAS/STAB1/MDK/SMAD1/PLK2",15
"GO:0002720","positive regulation of cytokine production involved in immune response","7/271","88/18860",0.0795454545454545,5.53589399530359,5.14949833130995,0.00027565367136824,0.00997805707128554,0.00847527424519124,"TRIM6/RSAD2/RIGI/LILRB1/LACC1/TICAM1/IRF5",7
"GO:0007162","negative regulation of cell adhesion","14/271","326/18860",0.0429447852760736,2.98870350666697,4.37330958721475,0.000281190071704878,0.0100678271325638,0.00855152414864491,"EPHB2/TRPV4/ACVRL1/KLF4/LILRB1/JAK2/LGALS9/LILRB4/ADAMDEC1/MDK/IL1RN/PTPRO/ZNF703/PLXNB2",14
"GO:0006260","DNA replication","13/271","290/18860",0.0448275862068966,3.11973533528439,4.3922863782579,0.00030681177364807,0.0108670750795349,0.00923039835151749,"TICRR/EXO1/ACVRL1/BRCA2/DTL/RPA4/MCM10/TREX1/RMI2/CDC45/E2F8/POLQ/RBBP8",13
"GO:0001961","positive regulation of cytokine-mediated signaling pathway","6/271","65/18860",0.0923076923076923,6.4240703945501,5.28903928158818,0.000338147265398266,0.0118495435342754,0.0100648984482485,"TRIM6/AXL/IRF7/PARP14/PARP9/ZBP1",6
"GO:0034138","toll-like receptor 3 signaling pathway","4/271","24/18860",0.166666666666667,11.5990159901599,6.27325280267841,0.000353202170600487,0.012176313522786,0.0103424540132187,"OAS1/UNC93B1/WDFY1/TICAM1",4
"GO:0051701","biological process involved in interaction with host","10/271","185/18860",0.0540540540540541,3.76184302383564,4.55796002237646,0.000354865239279738,0.012176313522786,0.0103424540132187,"SIGLEC1/PLSCR1/AXL/TMPRSS2/IFIT1/CTSL/LGALS9/SCARB2/CHMP5/TRIM5",10
"GO:1901342","regulation of vasculature development","15/271","375/18860",0.04,2.78376383763838,4.21268730140677,0.000366110499463015,0.0124326596415585,0.0105601921603114,"JUP/SP100/TGM2/GRN/FOXC1/ACVRL1/CXCL10/KLF4/E2F2/PML/RRAS/STAB1/MDK/SMAD1/PLK2",15
"GO:0043277","apoptotic cell clearance","5/271","44/18860",0.113636363636364,7.90841999329084,5.53933180899963,0.000405464647362053,0.013628577024598,0.0115759939064268,"AXL/C2/TGM2/MERTK/TREX1",5
"GO:0019080","viral gene expression","7/271","95/18860",0.0736842105263158,5.12798601670227,4.87014282414804,0.000440686976566065,0.014354670518381,0.0121927313577659,"IFITM3/TMPRSS2/IFIT1/PARP9/SP100/PARP10/SHFL",7
"GO:0034154","toll-like receptor 7 signaling pathway","3/271","11/18860",0.272727272727273,18.980207983898,7.20216154533505,0.000444497994193948,0.014354670518381,0.0121927313577659,"RSAD2/PIK3AP1/UNC93B1",3
"GO:1900246","positive regulation of RIG-I signaling pathway","3/271","11/18860",0.272727272727273,18.980207983898,7.20216154533505,0.000444497994193948,0.014354670518381,0.0121927313577659,"DDX60/OASL/DHX58",3
"GO:2000679","positive regulation of transcription regulatory region DNA binding","3/271","11/18860",0.272727272727273,18.980207983898,7.20216154533505,0.000444497994193948,0.014354670518381,0.0121927313577659,"TRIM6/FOXC1/H1-0",3
"GO:0032727","positive regulation of interferon-alpha production","4/271","26/18860",0.153846153846154,10.7067839909168,5.98007620254498,0.000485836581666215,0.0155373368932865,0.0131972778136821,"IRF7/IFIH1/RIGI/IRF5",4
"GO:0044403","biological process involved in symbiotic interaction","11/271","231/18860",0.0476190476190476,3.31400456861711,4.2725917014721,0.000535481143211997,0.0169603354398108,0.0144059603102985,"SIGLEC1/PLSCR1/AXL/TMPRSS2/IFIT1/CTSL/BST2/LGALS9/SCARB2/CHMP5/TRIM5",11
"GO:0043457","regulation of cellular respiration","5/271","47/18860",0.106382978723404,7.40362722776164,5.30715663738151,0.000552985426230393,0.0173479428000278,0.0147351906057182,"OAS1/TRPV4/NUPR1/PNPT1/TREX1",5
"GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","5/271","48/18860",0.104166666666667,7.24938499384994,5.23427307002504,0.000610124460955115,0.0189599054187373,0.0161043775294806,"BRCA2/IFI16/PML/NUPR1/SHISA5",5
"GO:0032722","positive regulation of chemokine production","6/271","73/18860",0.0821917808219178,5.72006268007885,4.87861380358067,0.000633376060271281,0.0194985116124635,0.0165618649109795,"OAS1/OAS3/EIF2AK2/TRPV4/LGALS9/TICAM1",6
"GO:0051099","positive regulation of binding","5/271","49/18860",0.102040816326531,7.10143836132239,5.16345371688383,0.000671576563365838,0.0204830851826581,0.0173981530743314,"TRIM6/PARP9/FOXC1/DTX3L/H1-0",5
"GO:0032755","positive regulation of interleukin-6 production","7/271","103/18860",0.0679611650485437,4.72969584064773,4.58275142742752,0.000717088270298002,0.021670539104235,0.0184067660304403,"IFIH1/TRPV4/RIGI/UNC93B1/SIGLEC16/LGALS9/TICAM1",7
"GO:0062207","regulation of pattern recognition receptor signaling pathway","10/271","203/18860",0.0492610837438424,3.4282805882246,4.19992894763663,0.000733551498016665,0.0219665330406081,0.0186581806863952,"EIF2AK2/RSAD2/DDX60/IRF7/OASL/DHX58/IFI35/IFI16/TREX1/WDFY1",10
"GO:0060333","type II interferon-mediated signaling pathway","4/271","29/18860",0.137931034482759,9.59918564702888,5.59545740742236,0.00074617607728927,0.0219858487908208,0.0186745873153745,"PARP14/PARP9/SP100/JAK2",4
"GO:0097048","dendritic cell apoptotic process","3/271","13/18860",0.230769230769231,16.0601759863752,6.55837989645408,0.000754220070844792,0.0219858487908208,0.0186745873153745,"AXL/LILRB1/LGALS9",3
"GO:2000668","regulation of dendritic cell apoptotic process","3/271","13/18860",0.230769230769231,16.0601759863752,6.55837989645408,0.000754220070844792,0.0219858487908208,0.0186745873153745,"AXL/LILRB1/LGALS9",3
"GO:0090307","mitotic spindle assembly","6/271","76/18860",0.0789473684210526,5.49427073218101,4.74010485633157,0.000784817901112519,0.0226659111246256,0.0192522263027689,"KIF23/MYBL2/CHMP5/KIFC1/NEK2/KIF4A",6
"GO:0046718","symbiont entry into host cell","8/271","136/18860",0.0588235294117647,4.0937703494682,4.37193979581182,0.000791311408418926,0.0226659111246256,0.0192522263027689,"SIGLEC1/PLSCR1/AXL/TMPRSS2/CTSL/LGALS9/SCARB2/TRIM5",8
"GO:0006261","DNA-templated DNA replication","9/271","171/18860",0.0526315789473684,3.66284715478734,4.22344870752469,0.000841098723774779,0.0238843034147769,0.0202871180380523,"TICRR/EXO1/BRCA2/RPA4/MCM10/CDC45/E2F8/POLQ/RBBP8",9
"GO:0039531","regulation of cytoplasmic pattern recognition receptor signaling pathway","8/271","139/18860",0.0575539568345324,4.00541559372428,4.29401320755611,0.000912394997165982,0.0256874283817499,0.0218186765853997,"EIF2AK2/RSAD2/DDX60/OASL/DHX58/IFI16/TREX1/WDFY1",8
"GO:1902337","regulation of apoptotic process involved in morphogenesis","3/271","14/18860",0.214285714285714,14.913020558777,6.28770001337404,0.000949754563207407,0.0262395414705458,0.0222876366052187,"FOXC1/PAX8/PML",3
"GO:1905671","regulation of lysosome organization","3/271","14/18860",0.214285714285714,14.913020558777,6.28770001337404,0.000949754563207407,0.0262395414705458,0.0222876366052187,"GRN/SCARB2/TREX1",3
"GO:0002698","negative regulation of immune effector process","8/271","140/18860",0.0571428571428571,3.97680548234054,4.26852190514843,0.000955903150110958,0.0262395414705458,0.0222876366052187,"DUSP10/AXL/SERPING1/GRN/LILRB1/BST2/LGALS9/LILRB4",8
"GO:0044409","symbiont entry into host","8/271","141/18860",0.0567375886524823,3.94860118813954,4.24326575460239,0.00100105778230312,0.0270753720925959,0.0229975838117534,"SIGLEC1/PLSCR1/AXL/TMPRSS2/CTSL/LGALS9/SCARB2/TRIM5",8
"GO:0015914","phospholipid transport","7/271","109/18860",0.0642201834862385,4.4693456108873,4.38595892145234,0.00100279155898503,0.0270753720925959,0.0229975838117534,"PLSCR1/PLSCR2/OSBPL5/ABCA1/ATP8B4/SCARB2/PLSCR4",7
"GO:0032607","interferon-alpha production","4/271","32/18860",0.125,8.69926199261993,5.26305555737422,0.0010922204518062,0.0290143078084646,0.0246444988191925,"IRF7/IFIH1/RIGI/IRF5",4
"GO:0032647","regulation of interferon-alpha production","4/271","32/18860",0.125,8.69926199261993,5.26305555737422,0.0010922204518062,0.0290143078084646,0.0246444988191925,"IRF7/IFIH1/RIGI/IRF5",4
"GO:1904748","regulation of apoptotic process involved in development","3/271","15/18860",0.2,13.9188191881919,6.04346958133126,0.00117463410080857,0.0309539578245074,0.0262920205469404,"FOXC1/PAX8/PML",3
"GO:0045332","phospholipid translocation","5/271","56/18860",0.0892857142857143,6.21375856615709,4.71775920449054,0.00123993285982072,0.0324153876210275,0.0275333462105554,"PLSCR1/PLSCR2/ABCA1/ATP8B4/PLSCR4",5
"GO:0002702","positive regulation of production of molecular mediator of immune response","8/271","146/18860",0.0547945205479452,3.81337512005257,4.12037477531806,0.00125311832127218,0.0325021397659099,0.0276070327222665,"EPHB2/TRIM6/RSAD2/RIGI/LILRB1/LACC1/TICAM1/IRF5",8
"GO:1901987","regulation of cell cycle phase transition","16/271","468/18860",0.0341880341880342,2.37928533131485,3.64819905830992,0.00127089618429211,0.0327057189926422,0.0277799511336219,"CLSPN/PARP9/CDK18/TICRR/RRM2/BRCA2/KLF4/KIF14/DTL/RPA4/DTX3L/FBXO6/TREX1/BUB1/CDC45/RBBP8",16
"GO:0002371","dendritic cell cytokine production","3/271","16/18860",0.1875,13.0488929889299,5.82152213068029,0.00143042040425674,0.0359792024386661,0.0305604192892898,"RIGI/BST2/TICAM1",3
"GO:0002730","regulation of dendritic cell cytokine production","3/271","16/18860",0.1875,13.0488929889299,5.82152213068029,0.00143042040425674,0.0359792024386661,0.0305604192892898,"RIGI/BST2/TICAM1",3
"GO:0032611","interleukin-1 beta production","7/271","116/18860",0.0603448275862069,4.19964372057514,4.17364437504765,0.0014417895330613,0.0359792024386661,0.0305604192892898,"IFI16/JAK2/CARD17P/PML/LGALS9/AIM2/LILRB4",7
"GO:0032651","regulation of interleukin-1 beta production","7/271","116/18860",0.0603448275862069,4.19964372057514,4.17364437504765,0.0014417895330613,0.0359792024386661,0.0305604192892898,"IFI16/JAK2/CARD17P/PML/LGALS9/AIM2/LILRB4",7
"GO:0002719","negative regulation of cytokine production involved in immune response","4/271","35/18860",0.114285714285714,7.95361096468108,4.97156224421115,0.00153759668682515,0.0377973394507614,0.0321047289362234,"AXL/LILRB1/BST2/LILRB4",4
"GO:0010667","negative regulation of cardiac muscle cell apoptotic process","4/271","35/18860",0.114285714285714,7.95361096468108,4.97156224421115,0.00153759668682515,0.0377973394507614,0.0321047289362234,"JAK2/PAX8/NUPR1/MDK",4
"GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","5/271","59/18860",0.0847457627118644,5.89780474075927,4.54938781787201,0.00156938067554864,0.0382928884833868,0.0325256439423648,"TNFSF15/PML/BCL2L14/ATF3/TNFSF10",5
"GO:0062208","positive regulation of pattern recognition receptor signaling pathway","6/271","88/18860",0.0681818181818182,4.7450519959745,4.25167321456527,0.00168645492209838,0.0404476909641092,0.034355914288372,"RSAD2/DDX60/OASL/DHX58/IFI35/WDFY1",6
"GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","6/271","88/18860",0.0681818181818182,4.7450519959745,4.25167321456527,0.00168645492209838,0.0404476909641092,0.034355914288372,"BRCA2/E2F2/IFI16/PML/NUPR1/SHISA5",6
"GO:0006959","humoral immune response","12/271","307/18860",0.0390879478827362,2.72029039508636,3.66927145211426,0.00169452985824137,0.0404476909641092,0.034355914288372,"C1QC/C2/CFB/SERPING1/DEFB1/EXO1/CXCL10/CCL8/C1QB/CXCL11/H2BC7/H2BC6",12
"GO:0007040","lysosome organization","7/271","120/18860",0.0583333333333333,4.05965559655597,4.05970368200468,0.00175263733153015,0.0410967083425302,0.0349071839626898,"GRN/RUFY4/ABCA1/SCARB2/TREX1/RAB39A/CHMP5",7
"GO:0080171","lytic vacuole organization","7/271","120/18860",0.0583333333333333,4.05965559655597,4.05970368200468,0.00175263733153015,0.0410967083425302,0.0349071839626898,"GRN/RUFY4/ABCA1/SCARB2/TREX1/RAB39A/CHMP5",7
"GO:2001235","positive regulation of apoptotic signaling pathway","8/271","154/18860",0.051948051948052,3.61527771121867,3.93462792509216,0.00175914871775858,0.0410967083425302,0.0349071839626898,"TNFSF15/JAK2/PML/BCL2L14/SEPTIN4/ATF3/NUPR1/TNFSF10",8
"GO:0034204","lipid translocation","5/271","61/18860",0.0819672131147541,5.70443409352126,4.44345610421492,0.0018220755289314,0.0422670196640848,0.035901236144549,"PLSCR1/PLSCR2/ABCA1/ATP8B4/PLSCR4",5
"GO:0000070","mitotic sister chromatid segregation","9/271","192/18860",0.046875,3.26222324723247,3.80411065419942,0.00188464470691312,0.0433800819895482,0.0368466615307638,"KIF18B/KIF14/KIF23/MYBL2/BUB1/CHMP5/KIFC1/NEK2/KIF4A",9
"GO:0006270","DNA replication initiation","4/271","37/18860",0.108108108108108,7.52368604767129,4.79584849993509,0.0018963970268655,0.0433800819895482,0.0368466615307638,"TICRR/RPA4/MCM10/CDC45",4
"GO:0043123","positive regulation of canonical NF-kappaB signal transduction","10/271","232/18860",0.0431034482758621,2.99974551469653,3.70042469996244,0.0019997750248283,0.0454293719433409,0.0385873104609338,"TNFSF15/IFIT5/TRIM22/BST2/LGALS9/TNFSF10/SHISA5/PLK2/TICAM1/TRIM5",10
"GO:0031099","regeneration","9/271","194/18860",0.0463917525773196,3.22859207973523,3.76722690343874,0.00202248003553139,0.045630474226304,0.0387581249779555,"DUSP10/PTPRU/GRN/JUN/KLF4/JAK2/XIRP1/PNPT1/MDK",9
"GO:0000819","sister chromatid segregation","10/271","233/18860",0.0429184549356223,2.98687107042744,3.68461530343995,0.00206364989903426,0.0462426038599921,0.0392780625251203,"KIF18B/KIF14/KIF23/MYBL2/RMI2/BUB1/CHMP5/KIFC1/NEK2/KIF4A",10
"GO:0010664","negative regulation of striated muscle cell apoptotic process","4/271","38/18860",0.105263157894737,7.32569430957467,4.71284413098254,0.00209585266816723,0.0464994639729126,0.0394962372543386,"JAK2/PAX8/NUPR1/MDK",4
"GO:0044088","regulation of vacuole organization","5/271","63/18860",0.0793650793650794,5.52334094769519,4.342114685471,0.00210334551668609,0.0464994639729126,0.0394962372543386,"EPHB2/GRN/NUPR1/SCARB2/TREX1",5
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","14/271","402/18860",0.0348258706467662,2.42367498301849,3.4837543285671,0.00212875977570439,0.0467475646744684,0.0397069718162966,"EPHB2/C1QC/RSAD2/C2/IRF7/EXO1/TNFSF13B/C1QB/LILRB1/JAK2/UNC93B1/LGALS9/LILRB4/TREX1",14
"GO:0002699","positive regulation of immune effector process","11/271","276/18860",0.0398550724637681,2.77367773677737,3.58406287129561,0.00224711226452407,0.0485546544392938,0.0412418980281989,"EPHB2/TRIM6/RSAD2/DDX60/DHX58/RIGI/LILRB1/LACC1/LGALS9/TICAM1/IRF5",11
"GO:0032615","interleukin-12 production","5/271","64/18860",0.078125,5.43703874538745,4.29305499482423,0.00225527083461201,0.0485546544392938,0.0412418980281989,"LILRB1/UNC93B1/LGALS9/MDK/IRF5",5
"GO:0032655","regulation of interleukin-12 production","5/271","64/18860",0.078125,5.43703874538745,4.29305499482423,0.00225527083461201,0.0485546544392938,0.0412418980281989,"LILRB1/UNC93B1/LGALS9/MDK/IRF5",5
"GO:0042742","defense response to bacterium","13/271","361/18860",0.03601108033241,2.50615857959134,3.48872017526577,0.0022761710702107,0.0486864123719093,0.0413538120616544,"OAS1/OAS3/RNASE1/OAS2/ISG15/PLAC8/DEFB1/GRN/RNF213/SIGLEC16/H2BC7/STAB1/H2BC6",13
"GO:0032147","activation of protein kinase activity","4/271","39/18860",0.102564102564103,7.13785599394456,4.6328006511761,0.00230933260520966,0.0487624461638501,0.0414183944982947,"CLSPN/TNFSF15/KIF14/JAK2",4
"GO:0045589","regulation of regulatory T cell differentiation","4/271","39/18860",0.102564102564103,7.13785599394456,4.6328006511761,0.00230933260520966,0.0487624461638501,0.0414183944982947,"DUSP10/LGALS9/LILRB4/MDK",4
